event_unique_id,division,occurrencedate,reporteddate,premisetype,occurrencehour,mci_category,neighbourhood
GO-2022491981,D41,2022-03-16 5:00,2022-03-16 5:00,House,9,Break and Enter,Clairlea-Birchmount
GO-2022492019,D52,2022-03-06 5:00,2022-03-16 5:00,Apartment,12,Assault,Bay Street Corridor
GO-2022492026,D22,2022-03-13 5:00,2022-03-18 5:00,Commercial,5,Break and Enter,Princess-Rosethorn
GO-2022492325,D14,2022-03-04 5:00,2022-03-16 5:00,Commercial,23,Assault,Waterfront Communities-The Island
GO-2022492482,D14,2020-10-01 5:00,2022-03-16 5:00,Apartment,12,Sexual Violation,Kensington-Chinatown
GO-20224925,D43,2022-01-01 5:00,2022-01-01 5:00,House,18,Assault,Bendale
GO-2022492768,D33,2022-03-16 5:00,2022-03-16 5:00,Apartment,15,Assault,Henry Farm
GO-2022473217,D41,2022-03-12 5:00,2022-03-13 5:00,House,16,Assault,Kennedy Park
GO-2022473292,D14,2022-03-13 5:00,2022-03-13 5:00,Transit,17,Assault,Dovercourt-Wallace Emerson-Junction
GO-2022473295,D23,2022-03-13 5:00,2022-03-13 5:00,Outside,17,Robbery,Elms-Old Rexdale
GO-2022473335,D11,2022-03-13 5:00,2022-03-13 5:00,Transit,17,Sexual Violation,High Park North
GO-2022473423,D41,2022-03-13 5:00,2022-03-13 5:00,Apartment,18,Assault,Birchcliffe-Cliffside
GO-2022473481,D32,2022-03-13 5:00,2022-03-13 5:00,Other,17,Sexual Violation,Newtonbrook West
GO-2022473523,D51,2022-03-13 5:00,2022-03-13 5:00,Other,18,Assault,Church-Yonge Corridor
GO-2022473582,D55,2022-03-13 5:00,2022-03-13 5:00,Apartment,18,Assault,Greenwood-Coxwell
GO-2022473582,D55,2022-03-13 5:00,2022-03-13 5:00,Apartment,18,Break and Enter,Greenwood-Coxwell
GO-2022473761,D41,2022-03-13 5:00,2022-03-13 5:00,Apartment,19,Robbery,Ionview
GO-202247378,D13,2021-12-19 5:00,2022-01-08 5:00,Other,0,Break and Enter,Oakwood Village
GO-2022473904,D54,2022-03-13 5:00,2022-03-13 5:00,Apartment,19,Assault,Woodbine-Lumsden
GO-2022473985,D51,2022-03-13 5:00,2022-03-13 5:00,Apartment,20,Sexual Violation,Moss Park
GO-2022474131,D23,2022-03-13 5:00,2022-03-13 5:00,Commercial,20,Assault,West Humber-Clairville
GO-2022474221,D41,2022-03-13 5:00,2022-03-13 5:00,House,14,Break and Enter,Wexford-Maryvale
GO-2022474227,D12,2022-03-13 5:00,2022-03-13 5:00,Apartment,0,Sexual Violation,Junction Area
GO-202247432,D51,2022-01-08 5:00,2022-01-08 5:00,Transit,12,Assault,North St.James Town
GO-2022474472,D53,2022-03-13 5:00,2022-03-13 5:00,Other,21,Assault,Annex
GO-2022474511,D32,2022-02-01 5:00,2022-03-13 5:00,House,1,Sexual Violation,Willowdale East
GO-202247457,D32,2022-01-08 5:00,2022-01-08 5:00,House,12,Assault,Willowdale West
GO-2022474612,D14,2022-03-13 5:00,2022-03-13 5:00,Outside,4,Assault,Little Portugal
GO-202247565,D13,2022-01-08 5:00,2022-01-08 5:00,Apartment,13,Assault,Casa Loma
GO-2022475715,D51,2022-03-14 5:00,2022-03-14 5:00,Apartment,4,Break and Enter,Moss Park
GO-2022475739,D23,2022-03-14 5:00,2022-03-14 5:00,Apartment,5,Assault,Mount Olive-Silverstone-Jamestown
GO-2022476035,D32,2022-02-25 5:00,2022-03-14 5:00,Apartment,20,Sexual Violation,Willowdale West
GO-2022476132,D52,2022-03-14 5:00,2022-03-14 5:00,Commercial,6,Assault,Waterfront Communities-The Island
GO-202247622,D43,2022-01-08 5:00,2022-01-08 5:00,Other,13,Assault,West Hill
GO-2022476234,D51,2022-03-14 5:00,2022-03-14 5:00,Other,7,Break and Enter,Moss Park
GO-2022476272,D12,2022-03-13 5:00,2022-03-14 5:00,Commercial,1,Assault,Brookhaven-Amesbury
GO-2022476431,D14,2022-03-12 5:00,2022-03-14 5:00,Commercial,18,Break and Enter,Dovercourt-Wallace Emerson-Junction
GO-2022476475,D54,2021-11-20 5:00,2022-03-14 5:00,Outside,2,Sexual Violation,Taylor-Massey
GO-2022477390,D22,2022-03-13 5:00,2022-03-14 5:00,Commercial,21,Break and Enter,Stonegate-Queensway
GO-2022477545,D51,2022-03-12 5:00,2022-03-14 5:00,Apartment,1,Break and Enter,Church-Yonge Corridor
GO-2022477553,D33,2022-03-14 5:00,2022-03-14 5:00,Apartment,12,Assault,Banbury-Don Mills
GO-2022477639,D52,2022-03-14 5:00,2022-03-14 5:00,Transit,10,Assault,Waterfront Communities-The Island
GO-2022477664,D51,2022-03-14 5:00,2022-03-14 5:00,Commercial,11,Assault,Church-Yonge Corridor
GO-2022477760,D55,2022-03-14 5:00,2022-03-14 5:00,Outside,11,Assault,East End-Danforth
GO-2022477889,D14,2022-03-11 5:00,2022-03-14 5:00,Apartment,3,Break and Enter,South Parkdale
GO-2022477944,D41,2021-12-14 5:00,2022-03-14 5:00,Apartment,11,Assault,Kennedy Park
GO-2022477975,D41,2022-03-14 5:00,2022-03-14 5:00,Apartment,11,Assault,Oakridge
GO-2022478156,D42,2022-03-14 5:00,2022-03-14 5:00,Apartment,12,Assault,LAmoreaux
GO-2022478247,D13,2022-03-14 5:00,2022-03-14 5:00,Outside,12,Assault,Wychwood
GO-2022478256,D33,2022-03-12 5:00,2022-03-14 5:00,Commercial,17,Break and Enter,Don Valley Village
GO-2022478281,D53,2022-03-13 5:00,2022-03-14 5:00,Outside,21,Assault,Mount Pleasant West
GO-20224783,D53,2021-12-11 5:00,2022-01-01 5:00,House,0,Assault,Mount Pleasant West
GO-20224783,D53,2021-12-11 5:00,2022-01-01 5:00,House,0,Sexual Violation,Mount Pleasant West
GO-2022478480,D43,2022-03-12 5:00,2022-03-14 5:00,Transit,20,Assault,Bendale
GO-2022478503,D33,2021-12-06 5:00,2022-03-14 5:00,Apartment,14,Break and Enter,Hillcrest Village
GO-2022478575,D51,2022-03-11 5:00,2022-03-14 5:00,Outside,22,Assault,Church-Yonge Corridor
GO-2022478588,D22,2022-03-14 5:00,2022-03-14 5:00,Other,11,Assault,Mimico includes Humber Bay Shores
GO-2022478918,D32,2022-03-14 5:00,2022-03-14 5:00,Outside,13,Assault,Bathurst Manor
GO-2022480816,D12,2022-03-07 5:00,2022-03-14 5:00,Outside,18,Assault,Keelesdale-Eglinton West
GO-202248084,D14,2022-01-08 5:00,2022-01-08 5:00,Transit,9,Assault,Niagara
GO-2022480859,D43,2022-03-14 5:00,2022-03-14 5:00,Commercial,18,Robbery,Bendale
GO-2022480898,D11,2022-03-14 5:00,2022-03-14 5:00,Apartment,19,Assault,Weston-Pellam Park
GO-2022480899,D23,2022-03-09 5:00,2022-03-14 5:00,Apartment,14,Assault,Humber Heights-Westmount
GO-2022481012,D52,2022-03-09 5:00,2022-03-14 5:00,Apartment,12,Assault,Bay Street Corridor
GO-2022481024,D41,2022-03-14 5:00,2022-03-14 5:00,Commercial,19,Assault,Birchcliffe-Cliffside
GO-2022481149,D52,2022-03-14 5:00,2022-03-14 5:00,Outside,19,Robbery,Waterfront Communities-The Island
GO-2022481176,D41,2022-03-13 5:00,2022-03-14 5:00,House,20,Assault,Bendale
GO-2022481178,D23,2022-02-05 5:00,2022-03-14 5:00,House,20,Assault,Mount Olive-Silverstone-Jamestown
GO-2022481194,D41,2022-03-14 5:00,2022-03-14 5:00,Transit,20,Assault,Kennedy Park
GO-2022481203,D12,2022-03-14 5:00,2022-03-14 5:00,Apartment,20,Assault,Rockcliffe-Smythe
GO-2022481252,D31,2022-03-14 5:00,2022-03-14 5:00,Apartment,20,Assault,Humber Summit
GO-2022481312,D53,2022-03-14 5:00,2022-03-14 5:00,Apartment,20,Assault,Yonge-Eglinton
GO-2022481323,D55,2022-03-14 5:00,2022-03-14 5:00,Apartment,20,Assault,Woodbine Corridor
GO-2022481413,D32,2022-03-12 5:00,2022-03-14 5:00,Apartment,20,Assault,Englemount-Lawrence
GO-2022481476,D11,2022-02-11 5:00,2022-03-14 5:00,House,23,Assault,Junction Area
GO-2022481476,D11,2022-02-11 5:00,2022-03-14 5:00,House,23,Sexual Violation,Junction Area
GO-2022481679,D53,2022-03-14 5:00,2022-03-14 5:00,Outside,22,Assault,Yonge-Eglinton
GO-202248169,D11,2022-01-03 5:00,2022-01-08 5:00,Commercial,3,Break and Enter,High Park-Swansea
GO-2022481856,D52,2022-03-14 5:00,2022-03-14 5:00,Other,22,Assault,Bay Street Corridor
GO-2022481885,D23,2022-03-14 5:00,2022-03-14 5:00,Outside,22,Assault,West Humber-Clairville
GO-2022482923,D32,2022-03-15 5:00,2022-03-15 5:00,Commercial,4,Break and Enter,York University Heights
GO-2022482956,D53,2022-03-15 5:00,2022-03-15 5:00,Apartment,5,Assault,Thorncliffe Park
GO-2022483073,D53,2022-03-10 5:00,2022-03-15 5:00,Apartment,20,Break and Enter,Rosedale-Moore Park
GO-2022483078,D53,2022-03-15 5:00,2022-03-15 5:00,Transit,5,Break and Enter,Annex
GO-2022483235,D43,2021-06-01 5:00,2022-03-15 5:00,Apartment,0,Sexual Violation,Highland Creek
GO-2022483275,D52,2022-03-15 5:00,2022-03-15 5:00,Apartment,6,Assault,Waterfront Communities-The Island
GO-2022483295,D41,2022-03-13 5:00,2022-03-15 5:00,Apartment,6,Assault,Oakridge
GO-2022483295,D41,2022-03-13 5:00,2022-03-15 5:00,Apartment,6,Break and Enter,Oakridge
GO-2022483446,D22,2022-03-13 5:00,2022-03-15 5:00,Transit,21,Assault,Kingsway South
GO-2022483461,D41,2022-03-15 5:00,2022-03-15 5:00,Commercial,5,Break and Enter,Dorset Park
GO-2022483722,D53,2022-03-15 5:00,2022-03-15 5:00,Commercial,8,Break and Enter,Thorncliffe Park
GO-2022484086,D51,2020-03-11 5:00,2022-03-15 5:00,Commercial,16,Break and Enter,Waterfront Communities-The Island
GO-2022484322,D14,2022-03-15 5:00,2022-03-15 5:00,Commercial,6,Break and Enter,Kensington-Chinatown
GO-2022486567,D51,2022-03-15 5:00,2022-03-15 5:00,Outside,16,Robbery,Church-Yonge Corridor
GO-2022486795,D11,2022-03-08 5:00,2022-03-15 5:00,Other,0,Assault,Junction Area
GO-2022486861,D41,2022-03-15 5:00,2022-03-15 5:00,Apartment,16,Sexual Violation,Dorset Park
GO-2022486897,D53,2022-03-15 5:00,2022-03-15 5:00,Apartment,16,Assault,Mount Pleasant West
GO-2022486990,D23,2022-03-15 5:00,2022-03-15 5:00,House,10,Break and Enter,Mount Olive-Silverstone-Jamestown
GO-2022487153,D41,2022-03-13 5:00,2022-03-15 5:00,Apartment,9,Assault,Kennedy Park
GO-2022487200,D53,2022-03-15 5:00,2022-03-15 5:00,Apartment,17,Assault,Thorncliffe Park
GO-2022487206,D53,2022-03-13 5:00,2022-03-15 5:00,House,23,Break and Enter,Rosedale-Moore Park
GO-2022487309,D41,2016-01-01 5:00,2022-03-15 5:00,Apartment,0,Sexual Violation,Ionview
GO-2022487313,D13,2022-03-15 5:00,2022-03-15 5:00,Apartment,17,Assault,Yorkdale-Glen Park
GO-2022487320,D52,2022-03-15 5:00,2022-03-15 5:00,Apartment,7,Break and Enter,Kensington-Chinatown
GO-2022487500,D53,2022-03-15 5:00,2022-03-15 5:00,Outside,18,Assault,Mount Pleasant West
GO-2022487539,D55,2022-03-15 5:00,2022-03-15 5:00,Commercial,18,Assault,South Riverdale
GO-2022487632,D33,2022-03-15 5:00,2022-03-15 5:00,House,18,Break and Enter,Parkwoods-Donalda
GO-202248764,D14,2022-01-08 5:00,2022-01-08 5:00,Outside,16,Assault,Little Portugal
GO-2022487699,D23,2022-03-07 5:00,2022-03-15 5:00,Commercial,19,Assault,Elms-Old Rexdale
GO-2022487834,D32,2022-03-15 5:00,2022-03-16 5:00,Apartment,17,Assault,Unknown
GO-2022487865,D42,2022-03-15 5:00,2022-03-15 5:00,Other,19,Assault,Agincourt South-Malvern West
GO-2022487890,D33,2022-03-14 5:00,2022-03-15 5:00,Outside,15,Assault,Parkwoods-Donalda
GO-2022487908,D43,2022-03-15 5:00,2022-03-15 5:00,Outside,18,Assault,West Hill
GO-2022487931,D32,2022-03-15 5:00,2022-03-15 5:00,House,19,Break and Enter,Bedford Park-Nortown
GO-2022487952,D11,2022-03-15 5:00,2022-03-16 5:00,House,19,Assault,Dufferin Grove
GO-2022487963,D31,2022-01-27 5:00,2022-03-15 5:00,Apartment,20,Sexual Violation,Humber Summit
GO-2022489935,D41,2022-03-16 5:00,2022-03-16 5:00,Commercial,2,Break and Enter,Kennedy Park
GO-2022490013,D31,2022-03-16 5:00,2022-03-16 5:00,Commercial,2,Break and Enter,Humber Summit
GO-2022490095,D41,2022-03-16 5:00,2022-03-16 5:00,Commercial,0,Break and Enter,Kennedy Park
GO-2022490188,D41,2022-03-16 5:00,2022-03-16 5:00,Commercial,5,Break and Enter,Eglinton East
GO-2022490213,D14,2019-12-01 5:00,2022-03-16 5:00,Apartment,1,Sexual Violation,Kensington-Chinatown
GO-2022490227,D51,2022-03-16 5:00,2022-03-16 5:00,Other,7,Assault,Moss Park
GO-2022490306,D51,2022-03-16 5:00,2022-03-16 5:00,Outside,7,Robbery,Cabbagetown-South St.James Town
GO-2022490395,D32,2022-03-13 5:00,2022-03-16 5:00,Transit,21,Assault,Lawrence Park North
GO-2022490538,D22,2022-03-12 5:00,2022-03-16 5:00,Commercial,0,Break and Enter,Kingsway South
GO-2022490573,D54,2022-03-16 5:00,2022-03-16 5:00,Apartment,8,Assault,Playter Estates-Danforth
GO-2022490622,D23,2022-03-16 5:00,2022-03-16 5:00,Commercial,5,Break and Enter,West Humber-Clairville
GO-2022490629,D33,2022-03-15 5:00,2022-03-16 5:00,House,18,Break and Enter,Bridle Path-Sunnybrook-York Mills
GO-2022490733,D42,2022-03-16 5:00,2022-03-16 5:00,Commercial,8,Break and Enter,Rouge
GO-2022490972,D41,2022-03-16 5:00,2022-03-16 5:00,Commercial,9,Assault,Dorset Park
GO-202249100,D14,2022-01-08 5:00,2022-01-08 5:00,House,7,Break and Enter,Palmerston-Little Italy
GO-2022492953,D32,2022-03-16 5:00,2022-03-16 5:00,Other,14,Assault,Newtonbrook West
GO-2022492990,D51,2022-03-16 5:00,2022-03-16 5:00,Commercial,14,Sexual Violation,Church-Yonge Corridor
GO-2022492992,NSA,2022-03-14 5:00,2022-03-16 5:00,Apartment,4,Assault,Unknown
GO-2022493030,D14,2022-03-16 5:00,2022-03-16 5:00,Other,16,Assault,Annex
GO-202249307,D14,2022-01-05 5:00,2022-01-08 5:00,Apartment,5,Break and Enter,Trinity-Bellwoods
GO-2022493206,D23,2022-03-16 5:00,2022-03-16 5:00,Commercial,16,Assault,Elms-Old Rexdale
GO-2022493348,D32,2022-03-15 5:00,2022-03-16 5:00,House,12,Break and Enter,Bedford Park-Nortown
GO-2022493617,D51,2022-03-13 5:00,2022-03-16 5:00,Apartment,0,Sexual Violation,Moss Park
GO-202249408,D54,2022-01-08 5:00,2022-01-08 5:00,Commercial,18,Break and Enter,OConnor-Parkview
GO-2022494124,D55,2022-03-13 5:00,2022-03-16 5:00,Other,11,Break and Enter,Greenwood-Coxwell
GO-2022494135,D51,2022-03-16 5:00,2022-03-16 5:00,Other,15,Assault,Moss Park
GO-2022494148,D51,2022-03-16 5:00,2022-03-16 5:00,Outside,17,Assault,Waterfront Communities-The Island
GO-2022494195,D52,2022-03-14 5:00,2022-03-16 5:00,Commercial,21,Sexual Violation,Waterfront Communities-The Island
GO-2022494202,D53,2022-03-16 5:00,2022-03-16 5:00,Other,17,Assault,Mount Pleasant West
GO-2022494256,D52,2022-03-16 5:00,2022-03-16 5:00,Outside,17,Robbery,Bay Street Corridor
GO-2022494277,D41,2022-03-16 5:00,2022-03-16 5:00,Outside,17,Robbery,Dorset Park
GO-2022494291,D32,2022-03-16 5:00,2022-03-16 5:00,Outside,3,Assault,Newtonbrook East
GO-2022494616,D54,2022-03-16 5:00,2022-03-16 5:00,Other,18,Break and Enter,Playter Estates-Danforth
GO-2022494617,D43,2022-03-16 5:00,2022-03-16 5:00,Other,18,Assault,Bendale
GO-2022494724,D54,2022-02-14 5:00,2022-03-16 5:00,Transit,15,Assault,East End-Danforth
GO-2022494745,D23,2022-03-16 5:00,2022-03-16 5:00,Apartment,17,Break and Enter,Elms-Old Rexdale
GO-2022494757,D55,2022-03-15 5:00,2022-03-16 5:00,Transit,14,Assault,Greenwood-Coxwell
GO-2022494908,D31,2022-03-16 5:00,2022-03-16 5:00,Outside,19,Robbery,York University Heights
GO-2022494922,D42,2022-03-16 5:00,2022-03-16 5:00,House,19,Assault,Tam OShanter-Sullivan
GO-2022495049,D12,2022-03-16 5:00,2022-03-16 5:00,House,19,Break and Enter,Pelmo Park-Humberlea
GO-2022495107,D52,2022-03-16 5:00,2022-03-16 5:00,Outside,19,Assault,Bay Street Corridor
GO-2022495186,D32,2022-02-24 5:00,2022-03-16 5:00,Apartment,20,Assault,Newtonbrook West
GO-2022495347,D52,2022-03-16 5:00,2022-03-16 5:00,Apartment,20,Assault,Waterfront Communities-The Island
GO-2022495403,D31,2022-03-15 5:00,2022-03-16 5:00,Outside,2,Assault,York University Heights
GO-2022495507,D51,2022-03-16 5:00,2022-03-16 5:00,Commercial,20,Assault,Church-Yonge Corridor
GO-2022495538,D23,2022-03-16 5:00,2022-03-16 5:00,House,20,Assault,West Humber-Clairville
GO-2022495553,D23,2022-03-16 5:00,2022-03-16 5:00,House,20,Assault,Rexdale-Kipling
GO-2022495716,D32,2022-03-16 5:00,2022-03-17 5:00,House,20,Break and Enter,Newtonbrook West
GO-2022495866,D51,2022-03-16 5:00,2022-03-16 5:00,Commercial,22,Assault,North St.James Town
GO-2022495924,D51,2022-03-16 5:00,2022-03-16 5:00,Apartment,22,Break and Enter,Church-Yonge Corridor
GO-2022495988,D22,2022-03-16 5:00,2022-03-16 5:00,Other,10,Assault,Mimico includes Humber Bay Shores
GO-202249622,D31,2022-01-08 5:00,2022-01-08 5:00,Commercial,14,Robbery,Downsview-Roding-CFB
GO-2022496253,D23,2022-03-16 5:00,2022-03-16 5:00,Apartment,22,Assault,West Humber-Clairville
GO-202249637,D43,2022-01-08 5:00,2022-01-08 5:00,Commercial,18,Assault,Bendale
GO-2022497253,D33,2022-03-17 5:00,2022-03-17 5:00,Commercial,0,Break and Enter,Don Valley Village
GO-2022497273,D52,2022-03-17 5:00,2022-03-17 5:00,Commercial,1,Break and Enter,Waterfront Communities-The Island
GO-2022497321,D52,2022-03-17 5:00,2022-03-17 5:00,Commercial,0,Break and Enter,Bay Street Corridor
GO-202249787,D32,2022-01-07 5:00,2022-01-09 5:00,House,18,Break and Enter,Willowdale East
GO-2022498202,D52,2022-03-17 5:00,2022-03-17 5:00,Other,11,Assault,Waterfront Communities-The Island
GO-2022498432,D43,2022-03-17 5:00,2022-03-17 5:00,Apartment,8,Assault,Woburn
GO-2022498590,NSA,2022-03-06 5:00,2022-03-17 5:00,Commercial,1,Assault,Unknown
GO-2022498738,D43,2022-03-16 5:00,2022-03-17 5:00,Commercial,23,Break and Enter,Eglinton East
GO-20224988,D32,2022-01-01 5:00,2022-01-05 5:00,Commercial,1,Break and Enter,Lansing-Westgate
GO-202249890,D43,2022-01-08 5:00,2022-01-08 5:00,Apartment,19,Assault,Morningside
GO-2022498999,D42,2022-03-16 5:00,2022-03-17 5:00,Apartment,16,Assault,Malvern
GO-2022499009,D43,2022-03-17 5:00,2022-03-17 5:00,Outside,11,Assault,Woburn
GO-2022500572,D41,2022-03-17 5:00,2022-03-17 5:00,Apartment,15,Assault,Kennedy Park
GO-2022500725,D14,2022-03-17 5:00,2022-03-17 5:00,Outside,14,Assault,Trinity-Bellwoods
GO-2022500804,D11,2022-03-17 5:00,2022-03-17 5:00,Commercial,15,Assault,Junction Area
GO-2022500889,D41,2022-03-13 5:00,2022-03-17 5:00,Transit,11,Assault,Kennedy Park
GO-2022500891,D32,2022-03-17 5:00,2022-03-17 5:00,Apartment,11,Break and Enter,Westminster-Branson
GO-202250106,D32,2022-01-08 5:00,2022-01-08 5:00,Apartment,20,Assault,Newtonbrook West
GO-2022501077,D51,2021-01-01 5:00,2022-03-17 5:00,Apartment,0,Assault,Church-Yonge Corridor
GO-2022501181,D52,2022-03-12 5:00,2022-03-17 5:00,Commercial,18,Sexual Violation,Bay Street Corridor
GO-2022501352,D55,2022-03-17 5:00,2022-03-17 5:00,Commercial,17,Assault,Greenwood-Coxwell
GO-2022501436,D53,2022-03-17 5:00,2022-03-17 5:00,Transit,17,Assault,Rosedale-Moore Park
GO-2022501527,D14,2022-03-17 5:00,2022-03-17 5:00,Outside,17,Assault,Kensington-Chinatown
GO-2022501866,D33,2021-06-01 5:00,2022-03-17 5:00,Apartment,2,Assault,Banbury-Don Mills
GO-2022501897,D55,2022-03-17 5:00,2022-03-17 5:00,Commercial,18,Assault,Greenwood-Coxwell
GO-2022501897,D55,2022-03-17 5:00,2022-03-17 5:00,Commercial,18,Robbery,Greenwood-Coxwell
GO-2022501957,D33,2020-11-01 5:00,2022-03-17 5:00,House,0,Assault,Hillcrest Village
GO-2022502,D52,2022-01-01 5:00,2022-01-01 5:00,Outside,1,Assault,Kensington-Chinatown
GO-2022502249,D42,2022-03-17 5:00,2022-03-17 5:00,Outside,19,Assault,LAmoreaux
GO-2022502720,D54,2022-03-14 5:00,2022-03-18 5:00,House,20,Break and Enter,East End-Danforth
GO-2022502751,D31,2015-09-21 5:00,2022-03-17 5:00,Apartment,0,Sexual Violation,Glenfield-Jane Heights
GO-2022502782,D32,2022-03-17 5:00,2022-03-17 5:00,Commercial,20,Assault,Downsview-Roding-CFB
GO-202250413,D54,2022-01-08 5:00,2022-01-08 5:00,Outside,21,Assault,OConnor-Parkview
GO-2022504148,D41,2022-03-18 5:00,2022-03-18 5:00,Outside,2,Robbery,Kennedy Park
GO-2022504174,D14,2022-03-18 5:00,2022-03-18 5:00,Commercial,2,Assault,Waterfront Communities-The Island
GO-2022504198,D43,2022-03-18 5:00,2022-03-18 5:00,Outside,2,Assault,Highland Creek
GO-2022504231,D14,2022-03-18 5:00,2022-03-18 5:00,Outside,2,Assault,Niagara
GO-2022504327,D53,2022-03-18 5:00,2022-03-18 5:00,Apartment,3,Assault,Mount Pleasant West
GO-2022504335,D51,2022-03-18 5:00,2022-03-18 5:00,Commercial,2,Break and Enter,Church-Yonge Corridor
GO-2022504392,D54,2022-03-18 5:00,2022-03-18 5:00,Apartment,3,Assault,Playter Estates-Danforth
GO-2022504464,D55,2022-03-18 5:00,2022-03-18 5:00,House,3,Assault,The Beaches
GO-2022504502,D55,2022-03-18 5:00,2022-03-18 5:00,Commercial,4,Break and Enter,North Riverdale
GO-2022504527,D14,2022-03-18 5:00,2022-03-18 5:00,Outside,6,Assault,Kensington-Chinatown
GO-2022504670,D51,2022-03-18 5:00,2022-03-18 5:00,Apartment,5,Assault,North St.James Town
GO-2022504728,D14,2022-03-15 5:00,2022-03-18 5:00,Commercial,5,Break and Enter,University
GO-2022504731,D53,2022-03-18 5:00,2022-03-18 5:00,Other,5,Sexual Violation,Annex
GO-2022504797,D14,2022-03-18 5:00,2022-03-18 5:00,Outside,1,Assault,Palmerston-Little Italy
GO-2022504916,D31,2022-03-18 5:00,2022-03-18 5:00,Commercial,6,Break and Enter,Glenfield-Jane Heights
GO-202250503,D23,2022-01-08 5:00,2022-01-08 5:00,Apartment,21,Assault,Humber Heights-Westmount
GO-2022505155,D14,2022-03-18 5:00,2022-03-18 5:00,Commercial,0,Break and Enter,Annex
GO-2022505186,D32,2022-03-18 5:00,2022-03-18 5:00,House,9,Break and Enter,Lansing-Westgate
GO-2022505266,D31,2022-03-18 5:00,2022-03-18 5:00,Transit,8,Assault,York University Heights
GO-2022505347,D43,2021-03-01 5:00,2022-03-18 5:00,Outside,0,Assault,Bendale
GO-2022505445,D52,2022-03-18 5:00,2022-03-18 5:00,Commercial,11,Break and Enter,Waterfront Communities-The Island
GO-2022506633,NSA,2022-03-16 5:00,2022-03-18 5:00,House,7,Assault,Unknown
GO-2022506685,D53,2022-03-18 5:00,2022-03-18 5:00,Other,12,Assault,Annex
GO-2022506817,D22,2020-10-18 5:00,2022-03-18 5:00,House,12,Assault,Mimico includes Humber Bay Shores
GO-2022506901,D55,2022-03-17 5:00,2022-03-18 5:00,House,11,Break and Enter,East End-Danforth
GO-2022507069,D51,2022-03-18 5:00,2022-03-18 5:00,Outside,13,Assault,Moss Park
GO-2022507070,D12,2022-03-18 5:00,2022-03-18 5:00,House,13,Assault,Rockcliffe-Smythe
GO-2022507077,D42,2022-03-17 5:00,2022-03-18 5:00,Apartment,17,Assault,Agincourt South-Malvern West
GO-2022507160,D43,2022-03-18 5:00,2022-03-18 5:00,Outside,13,Assault,Woburn
GO-2022507169,D31,2022-03-03 5:00,2022-03-18 5:00,Apartment,7,Assault,Downsview-Roding-CFB
GO-2022507382,D14,2021-07-31 5:00,2022-03-18 5:00,Apartment,17,Sexual Violation,Palmerston-Little Italy
GO-2022507422,D11,2022-03-16 5:00,2022-03-18 5:00,Apartment,5,Break and Enter,Junction Area
GO-2022507490,D23,2022-03-18 5:00,2022-03-18 5:00,Outside,13,Assault,Kingsview Village-The Westway
GO-2022507535,D42,2022-03-18 5:00,2022-03-18 5:00,Apartment,18,Assault,Malvern
GO-2022507542,D11,2022-03-18 5:00,2022-03-18 5:00,Outside,14,Assault,Lambton Baby Point
GO-2022507586,D32,2022-03-17 5:00,2022-03-18 5:00,Commercial,7,Sexual Violation,Bedford Park-Nortown
GO-2022507705,D12,2022-03-09 5:00,2022-03-18 5:00,Apartment,17,Assault,Weston-Pellam Park
GO-2022507895,D53,2022-03-18 5:00,2022-03-18 5:00,Other,17,Assault,Rosedale-Moore Park
GO-2022507957,D32,2022-03-18 5:00,2022-03-18 5:00,Commercial,15,Assault,Willowdale East
GO-2022508090,D41,2022-03-18 5:00,2022-03-18 5:00,Commercial,15,Assault,Dorset Park
GO-2022508092,D14,2022-03-13 5:00,2022-03-18 5:00,Outside,23,Assault,Waterfront Communities-The Island
GO-2022508092,D14,2022-03-13 5:00,2022-03-18 5:00,Outside,23,Sexual Violation,Waterfront Communities-The Island
GO-2022508098,D41,2022-03-18 5:00,2022-03-18 5:00,Apartment,15,Assault,Ionview
GO-2022508140,D23,2022-03-18 5:00,2022-03-18 5:00,Other,15,Robbery,Rexdale-Kipling
GO-2022508176,D11,2022-03-17 5:00,2022-03-18 5:00,Outside,18,Assault,Dufferin Grove
GO-2022508325,D54,2022-03-18 5:00,2022-03-18 5:00,Transit,15,Assault,East End-Danforth
GO-2022510364,D53,2022-03-18 5:00,2022-03-18 5:00,House,21,Break and Enter,Rosedale-Moore Park
GO-2022510456,D33,2022-03-18 5:00,2022-03-18 5:00,Apartment,7,Break and Enter,Henry Farm
GO-2022510513,D51,2022-03-18 5:00,2022-03-18 5:00,Other,22,Assault,Moss Park
GO-2022510577,D32,2022-03-18 5:00,2022-03-18 5:00,Commercial,22,Assault,Willowdale East
GO-2022510824,D52,2022-03-18 5:00,2022-03-18 5:00,Commercial,22,Assault,Bay Street Corridor
GO-2022510832,D22,2022-03-18 5:00,2022-03-19 5:00,Apartment,22,Assault,Mimico includes Humber Bay Shores
GO-2022511012,D23,2020-09-08 5:00,2022-03-19 5:00,House,0,Assault,Thistletown-Beaumond Heights
GO-2022511055,D41,2022-03-18 5:00,2022-03-18 5:00,Other,23,Assault,Kennedy Park
GO-2022511190,D55,2022-03-19 5:00,2022-03-19 5:00,House,0,Assault,The Beaches
GO-2022511224,D32,2022-03-19 5:00,2022-03-19 5:00,Apartment,0,Assault,Newtonbrook East
